head,winner,loser,subject_id,center,left,right,validation
25,23,29,ope452rjyj,materials/imgs/D35.png,materials/imgs/D46.png,materials/imgs/D32.png,random
28,43,50,ope452rjyj,materials/imgs/D4.png,materials/imgs/D8.png,materials/imgs/D68.png,random
20,20,29,ope452rjyj,materials/imgs/D26.png,materials/imgs/D26.png,materials/imgs/D46.png,check
26,32,30,ope452rjyj,materials/imgs/D36.png,materials/imgs/D47.png,materials/imgs/D49.png,validation
2,30,46,ope452rjyj,materials/imgs/D101.png,materials/imgs/D76.png,materials/imgs/D47.png,validation
57,53,16,ope452rjyj,materials/imgs/D87.png,materials/imgs/D82.png,materials/imgs/D21.png,random
60,49,12,ope452rjyj,materials/imgs/D94.png,materials/imgs/D17.png,materials/imgs/D79.png,random
10,22,28,ope452rjyj,materials/imgs/D14.png,materials/imgs/D4.png,materials/imgs/D3.png,random
11,10,3,ope452rjyj,materials/imgs/D16.png,materials/imgs/D14.png,materials/imgs/D102.png,random
15,9,42,ope452rjyj,materials/imgs/D20.png,materials/imgs/D66.png,materials/imgs/D111.png,random
33,14,42,ope452rjyj,materials/imgs/D51.png,materials/imgs/D66.png,materials/imgs/D19.png,random
44,46,53,ope452rjyj,materials/imgs/D74.png,materials/imgs/D76.png,materials/imgs/D82.png,random
2,2,7,ope452rjyj,materials/imgs/D101.png,materials/imgs/D106.png,materials/imgs/D101.png,check
9,53,61,ope452rjyj,materials/imgs/D111.png,materials/imgs/D82.png,materials/imgs/D95.png,validation
38,28,9,ope452rjyj,materials/imgs/D57.png,materials/imgs/D111.png,materials/imgs/D4.png,validation
55,54,2,ope452rjyj,materials/imgs/D84.png,materials/imgs/D83.png,materials/imgs/D101.png,random
11,22,26,ope452rjyj,materials/imgs/D16.png,materials/imgs/D3.png,materials/imgs/D36.png,random
8,53,58,ope452rjyj,materials/imgs/D11.png,materials/imgs/D9.png,materials/imgs/D82.png,random
19,51,4,ope452rjyj,materials/imgs/D25.png,materials/imgs/D103.png,materials/imgs/D80.png,random
6,48,4,ope452rjyj,materials/imgs/D105.png,materials/imgs/D103.png,materials/imgs/D78.png,random
31,21,62,ope452rjyj,materials/imgs/D48.png,materials/imgs/D29.png,materials/imgs/D96.png,random
14,34,62,ope452rjyj,materials/imgs/D19.png,materials/imgs/D52.png,materials/imgs/D96.png,random
13,13,50,ope452rjyj,materials/imgs/D18.png,materials/imgs/D8.png,materials/imgs/D18.png,check
7,38,13,ope452rjyj,materials/imgs/D106.png,materials/imgs/D57.png,materials/imgs/D18.png,validation
3,9,23,ope452rjyj,materials/imgs/D102.png,materials/imgs/D32.png,materials/imgs/D111.png,validation
9,55,24,ope452rjyj,materials/imgs/D111.png,materials/imgs/D34.png,materials/imgs/D84.png,random
55,13,17,ope452rjyj,materials/imgs/D84.png,materials/imgs/D22.png,materials/imgs/D18.png,random
45,15,46,ope452rjyj,materials/imgs/D75.png,materials/imgs/D20.png,materials/imgs/D76.png,random
53,59,30,ope452rjyj,materials/imgs/D82.png,materials/imgs/D92.png,materials/imgs/D47.png,random
25,29,9,ope452rjyj,materials/imgs/D35.png,materials/imgs/D111.png,materials/imgs/D46.png,random
61,3,5,ope452rjyj,materials/imgs/D95.png,materials/imgs/D104.png,materials/imgs/D102.png,random
24,44,51,ope452rjyj,materials/imgs/D34.png,materials/imgs/D80.png,materials/imgs/D74.png,random
7,2,7,ope452rjyj,materials/imgs/D106.png,materials/imgs/D106.png,materials/imgs/D101.png,check
59,47,37,ope452rjyj,materials/imgs/D92.png,materials/imgs/D56.png,materials/imgs/D77.png,validation
62,13,29,ope452rjyj,materials/imgs/D96.png,materials/imgs/D46.png,materials/imgs/D18.png,validation
14,54,50,ope452rjyj,materials/imgs/D19.png,materials/imgs/D83.png,materials/imgs/D8.png,random
19,5,51,ope452rjyj,materials/imgs/D25.png,materials/imgs/D80.png,materials/imgs/D104.png,random
33,50,9,ope452rjyj,materials/imgs/D51.png,materials/imgs/D8.png,materials/imgs/D111.png,random
48,21,40,ope452rjyj,materials/imgs/D78.png,materials/imgs/D64.png,materials/imgs/D29.png,random
52,59,44,ope452rjyj,materials/imgs/D81.png,materials/imgs/D74.png,materials/imgs/D92.png,random
32,16,15,ope452rjyj,materials/imgs/D49.png,materials/imgs/D20.png,materials/imgs/D21.png,random
14,51,61,ope452rjyj,materials/imgs/D19.png,materials/imgs/D80.png,materials/imgs/D95.png,random
7,7,2,ope452rjyj,materials/imgs/D106.png,materials/imgs/D106.png,materials/imgs/D101.png,check
28,54,34,ope452rjyj,materials/imgs/D4.png,materials/imgs/D52.png,materials/imgs/D83.png,validation
38,28,9,ope452rjyj,materials/imgs/D57.png,materials/imgs/D111.png,materials/imgs/D4.png,validation
5,59,15,ope452rjyj,materials/imgs/D104.png,materials/imgs/D92.png,materials/imgs/D20.png,random
3,49,51,ope452rjyj,materials/imgs/D102.png,materials/imgs/D79.png,materials/imgs/D80.png,random
45,5,35,ope452rjyj,materials/imgs/D75.png,materials/imgs/D104.png,materials/imgs/D53.png,random
7,33,5,ope452rjyj,materials/imgs/D106.png,materials/imgs/D104.png,materials/imgs/D51.png,random
26,6,28,ope452rjyj,materials/imgs/D36.png,materials/imgs/D105.png,materials/imgs/D4.png,random
18,27,31,ope452rjyj,materials/imgs/D24.png,materials/imgs/D37.png,materials/imgs/D48.png,random
16,47,38,ope452rjyj,materials/imgs/D21.png,materials/imgs/D57.png,materials/imgs/D77.png,random
50,50,13,ope452rjyj,materials/imgs/D8.png,materials/imgs/D18.png,materials/imgs/D8.png,check
45,28,62,ope452rjyj,materials/imgs/D75.png,materials/imgs/D96.png,materials/imgs/D4.png,validation
46,54,39,ope452rjyj,materials/imgs/D76.png,materials/imgs/D83.png,materials/imgs/D6.png,validation
59,48,47,ot2odwhhnq,materials/imgs/D92.png,materials/imgs/D77.png,materials/imgs/D78.png,random
51,12,6,ot2odwhhnq,materials/imgs/D80.png,materials/imgs/D17.png,materials/imgs/D105.png,random
55,18,42,ot2odwhhnq,materials/imgs/D84.png,materials/imgs/D24.png,materials/imgs/D66.png,random
44,39,62,ot2odwhhnq,materials/imgs/D74.png,materials/imgs/D6.png,materials/imgs/D96.png,random
9,42,36,ot2odwhhnq,materials/imgs/D111.png,materials/imgs/D55.png,materials/imgs/D66.png,random
5,62,31,ot2odwhhnq,materials/imgs/D104.png,materials/imgs/D96.png,materials/imgs/D48.png,random
27,29,35,ot2odwhhnq,materials/imgs/D37.png,materials/imgs/D46.png,materials/imgs/D53.png,random
48,57,45,ot2odwhhnq,materials/imgs/D78.png,materials/imgs/D75.png,materials/imgs/D87.png,random
22,49,29,ot2odwhhnq,materials/imgs/D3.png,materials/imgs/D79.png,materials/imgs/D46.png,random
36,26,47,ot2odwhhnq,materials/imgs/D55.png,materials/imgs/D77.png,materials/imgs/D36.png,random
45,38,30,ot2odwhhnq,materials/imgs/D75.png,materials/imgs/D47.png,materials/imgs/D57.png,random
52,27,19,ot2odwhhnq,materials/imgs/D81.png,materials/imgs/D25.png,materials/imgs/D37.png,random
2,4,47,ot2odwhhnq,materials/imgs/D101.png,materials/imgs/D103.png,materials/imgs/D77.png,random
60,48,21,ot2odwhhnq,materials/imgs/D94.png,materials/imgs/D29.png,materials/imgs/D78.png,random
31,55,48,ot2odwhhnq,materials/imgs/D48.png,materials/imgs/D84.png,materials/imgs/D78.png,random
29,44,7,ot2odwhhnq,materials/imgs/D46.png,materials/imgs/D106.png,materials/imgs/D74.png,random
34,30,29,ot2odwhhnq,materials/imgs/D52.png,materials/imgs/D47.png,materials/imgs/D46.png,random
2,2,7,ot2odwhhnq,materials/imgs/D101.png,materials/imgs/D106.png,materials/imgs/D101.png,check
38,28,9,ot2odwhhnq,materials/imgs/D57.png,materials/imgs/D111.png,materials/imgs/D4.png,validation
4,7,46,ot2odwhhnq,materials/imgs/D103.png,materials/imgs/D76.png,materials/imgs/D106.png,validation
11,5,2,ot2odwhhnq,materials/imgs/D16.png,materials/imgs/D101.png,materials/imgs/D104.png,random
3,18,22,ot2odwhhnq,materials/imgs/D102.png,materials/imgs/D24.png,materials/imgs/D3.png,random
9,53,23,ot2odwhhnq,materials/imgs/D111.png,materials/imgs/D82.png,materials/imgs/D32.png,random
46,37,31,ot2odwhhnq,materials/imgs/D76.png,materials/imgs/D48.png,materials/imgs/D56.png,random
8,6,23,ot2odwhhnq,materials/imgs/D11.png,materials/imgs/D105.png,materials/imgs/D32.png,random
47,37,2,ot2odwhhnq,materials/imgs/D77.png,materials/imgs/D101.png,materials/imgs/D56.png,random
30,23,39,ot2odwhhnq,materials/imgs/D47.png,materials/imgs/D6.png,materials/imgs/D32.png,random
35,35,40,ot2odwhhnq,materials/imgs/D53.png,materials/imgs/D64.png,materials/imgs/D53.png,check
17,28,19,ot2odwhhnq,materials/imgs/D22.png,materials/imgs/D4.png,materials/imgs/D25.png,validation
15,55,56,ot2odwhhnq,materials/imgs/D20.png,materials/imgs/D84.png,materials/imgs/D85.png,validation
53,58,25,ot2odwhhnq,materials/imgs/D82.png,materials/imgs/D35.png,materials/imgs/D9.png,random
3,53,46,ot2odwhhnq,materials/imgs/D102.png,materials/imgs/D82.png,materials/imgs/D76.png,random
61,21,48,ot2odwhhnq,materials/imgs/D95.png,materials/imgs/D29.png,materials/imgs/D78.png,random
9,46,35,ot2odwhhnq,materials/imgs/D111.png,materials/imgs/D53.png,materials/imgs/D76.png,random
6,4,55,ot2odwhhnq,materials/imgs/D105.png,materials/imgs/D103.png,materials/imgs/D84.png,random
58,23,12,ot2odwhhnq,materials/imgs/D9.png,materials/imgs/D17.png,materials/imgs/D32.png,random
62,46,26,ot2odwhhnq,materials/imgs/D96.png,materials/imgs/D76.png,materials/imgs/D36.png,random
46,46,48,ot2odwhhnq,materials/imgs/D76.png,materials/imgs/D76.png,materials/imgs/D78.png,check
23,43,62,ot2odwhhnq,materials/imgs/D32.png,materials/imgs/D68.png,materials/imgs/D96.png,validation
14,9,37,ot2odwhhnq,materials/imgs/D19.png,materials/imgs/D111.png,materials/imgs/D56.png,validation
12,17,25,ot2odwhhnq,materials/imgs/D17.png,materials/imgs/D22.png,materials/imgs/D35.png,random
25,26,6,ot2odwhhnq,materials/imgs/D35.png,materials/imgs/D36.png,materials/imgs/D105.png,random
32,53,29,ot2odwhhnq,materials/imgs/D49.png,materials/imgs/D46.png,materials/imgs/D82.png,random
12,56,32,ot2odwhhnq,materials/imgs/D17.png,materials/imgs/D85.png,materials/imgs/D49.png,random
3,8,56,ot2odwhhnq,materials/imgs/D102.png,materials/imgs/D11.png,materials/imgs/D85.png,random
28,5,27,ot2odwhhnq,materials/imgs/D4.png,materials/imgs/D104.png,materials/imgs/D37.png,random
5,58,18,ot2odwhhnq,materials/imgs/D104.png,materials/imgs/D9.png,materials/imgs/D24.png,random
7,7,2,ot2odwhhnq,materials/imgs/D106.png,materials/imgs/D106.png,materials/imgs/D101.png,check
35,47,45,ot2odwhhnq,materials/imgs/D53.png,materials/imgs/D77.png,materials/imgs/D75.png,validation
55,7,27,ot2odwhhnq,materials/imgs/D84.png,materials/imgs/D106.png,materials/imgs/D37.png,validation
55,22,39,ot2odwhhnq,materials/imgs/D84.png,materials/imgs/D3.png,materials/imgs/D6.png,random
62,23,11,ot2odwhhnq,materials/imgs/D96.png,materials/imgs/D32.png,materials/imgs/D16.png,random
12,16,4,ot2odwhhnq,materials/imgs/D17.png,materials/imgs/D21.png,materials/imgs/D103.png,random
2,33,51,ot2odwhhnq,materials/imgs/D101.png,materials/imgs/D80.png,materials/imgs/D51.png,random
38,52,42,ot2odwhhnq,materials/imgs/D57.png,materials/imgs/D66.png,materials/imgs/D81.png,random
53,23,58,ot2odwhhnq,materials/imgs/D82.png,materials/imgs/D32.png,materials/imgs/D9.png,random
51,36,61,ot2odwhhnq,materials/imgs/D80.png,materials/imgs/D95.png,materials/imgs/D55.png,random
2,2,7,ot2odwhhnq,materials/imgs/D101.png,materials/imgs/D106.png,materials/imgs/D101.png,check
3,9,23,ot2odwhhnq,materials/imgs/D102.png,materials/imgs/D32.png,materials/imgs/D111.png,validation
50,2,34,ot2odwhhnq,materials/imgs/D8.png,materials/imgs/D101.png,materials/imgs/D52.png,validation
7,43,40,ot2odwhhnq,materials/imgs/D106.png,materials/imgs/D64.png,materials/imgs/D68.png,random
62,8,58,ot2odwhhnq,materials/imgs/D96.png,materials/imgs/D9.png,materials/imgs/D11.png,random
62,14,15,ot2odwhhnq,materials/imgs/D96.png,materials/imgs/D19.png,materials/imgs/D20.png,random
40,1,7,ot2odwhhnq,materials/imgs/D64.png,materials/imgs/D1.png,materials/imgs/D106.png,random
15,42,16,ot2odwhhnq,materials/imgs/D20.png,materials/imgs/D66.png,materials/imgs/D21.png,random
35,6,61,ot2odwhhnq,materials/imgs/D53.png,materials/imgs/D105.png,materials/imgs/D95.png,random
56,17,20,ot2odwhhnq,materials/imgs/D85.png,materials/imgs/D22.png,materials/imgs/D26.png,random
2,2,7,ot2odwhhnq,materials/imgs/D101.png,materials/imgs/D106.png,materials/imgs/D101.png,check
28,34,54,ot2odwhhnq,materials/imgs/D4.png,materials/imgs/D52.png,materials/imgs/D83.png,validation
53,17,54,ot2odwhhnq,materials/imgs/D82.png,materials/imgs/D83.png,materials/imgs/D22.png,validation
12,26,55,ot2odwhhnq,materials/imgs/D17.png,materials/imgs/D36.png,materials/imgs/D84.png,random
16,4,44,ot2odwhhnq,materials/imgs/D21.png,materials/imgs/D74.png,materials/imgs/D103.png,random
27,57,7,ot2odwhhnq,materials/imgs/D37.png,materials/imgs/D87.png,materials/imgs/D106.png,random
42,44,48,ot2odwhhnq,materials/imgs/D66.png,materials/imgs/D74.png,materials/imgs/D78.png,random
40,5,49,ot2odwhhnq,materials/imgs/D64.png,materials/imgs/D104.png,materials/imgs/D79.png,random
47,53,2,ot2odwhhnq,materials/imgs/D77.png,materials/imgs/D101.png,materials/imgs/D82.png,random
26,40,45,ot2odwhhnq,materials/imgs/D36.png,materials/imgs/D64.png,materials/imgs/D75.png,random
7,7,2,ot2odwhhnq,materials/imgs/D106.png,materials/imgs/D106.png,materials/imgs/D101.png,check
22,49,31,ot2odwhhnq,materials/imgs/D3.png,materials/imgs/D79.png,materials/imgs/D48.png,validation
7,13,38,ot2odwhhnq,materials/imgs/D106.png,materials/imgs/D57.png,materials/imgs/D18.png,validation
28,58,2,ot2odwhhnq,materials/imgs/D4.png,materials/imgs/D9.png,materials/imgs/D101.png,random
50,24,32,ot2odwhhnq,materials/imgs/D8.png,materials/imgs/D34.png,materials/imgs/D49.png,random
61,50,25,ot2odwhhnq,materials/imgs/D95.png,materials/imgs/D35.png,materials/imgs/D8.png,random
12,15,61,ot2odwhhnq,materials/imgs/D17.png,materials/imgs/D95.png,materials/imgs/D20.png,random
31,44,61,ot2odwhhnq,materials/imgs/D48.png,materials/imgs/D74.png,materials/imgs/D95.png,random
56,17,21,ot2odwhhnq,materials/imgs/D85.png,materials/imgs/D22.png,materials/imgs/D29.png,random
13,33,35,ot2odwhhnq,materials/imgs/D18.png,materials/imgs/D53.png,materials/imgs/D51.png,random
2,2,7,ot2odwhhnq,materials/imgs/D101.png,materials/imgs/D106.png,materials/imgs/D101.png,check
11,34,19,ot2odwhhnq,materials/imgs/D16.png,materials/imgs/D52.png,materials/imgs/D25.png,validation
3,9,23,ot2odwhhnq,materials/imgs/D102.png,materials/imgs/D32.png,materials/imgs/D111.png,validation
19,18,47,ot2odwhhnq,materials/imgs/D25.png,materials/imgs/D24.png,materials/imgs/D77.png,random
35,59,61,ot2odwhhnq,materials/imgs/D53.png,materials/imgs/D92.png,materials/imgs/D95.png,random
31,36,25,ot2odwhhnq,materials/imgs/D48.png,materials/imgs/D35.png,materials/imgs/D55.png,random
9,50,11,ot2odwhhnq,materials/imgs/D111.png,materials/imgs/D8.png,materials/imgs/D16.png,random
26,22,60,ot2odwhhnq,materials/imgs/D36.png,materials/imgs/D3.png,materials/imgs/D94.png,random
31,1,16,ot2odwhhnq,materials/imgs/D48.png,materials/imgs/D21.png,materials/imgs/D1.png,random
20,5,48,ot2odwhhnq,materials/imgs/D26.png,materials/imgs/D104.png,materials/imgs/D78.png,random
2,2,7,ot2odwhhnq,materials/imgs/D101.png,materials/imgs/D106.png,materials/imgs/D101.png,check
56,39,9,ot2odwhhnq,materials/imgs/D85.png,materials/imgs/D6.png,materials/imgs/D111.png,validation
58,28,4,ot2odwhhnq,materials/imgs/D9.png,materials/imgs/D103.png,materials/imgs/D4.png,validation
16,12,1,ot2odwhhnq,materials/imgs/D21.png,materials/imgs/D1.png,materials/imgs/D17.png,random
14,18,11,ot2odwhhnq,materials/imgs/D19.png,materials/imgs/D24.png,materials/imgs/D16.png,random
8,53,39,ot2odwhhnq,materials/imgs/D11.png,materials/imgs/D82.png,materials/imgs/D6.png,random
34,2,14,ot2odwhhnq,materials/imgs/D52.png,materials/imgs/D19.png,materials/imgs/D101.png,random
34,29,19,ot2odwhhnq,materials/imgs/D52.png,materials/imgs/D25.png,materials/imgs/D46.png,random
52,9,8,ot2odwhhnq,materials/imgs/D81.png,materials/imgs/D11.png,materials/imgs/D111.png,random
51,52,36,ot2odwhhnq,materials/imgs/D80.png,materials/imgs/D81.png,materials/imgs/D55.png,random
29,29,20,ot2odwhhnq,materials/imgs/D46.png,materials/imgs/D46.png,materials/imgs/D26.png,check
8,54,31,ot2odwhhnq,materials/imgs/D11.png,materials/imgs/D83.png,materials/imgs/D48.png,validation
33,15,59,ot2odwhhnq,materials/imgs/D51.png,materials/imgs/D92.png,materials/imgs/D20.png,validation
55,15,62,ot2odwhhnq,materials/imgs/D84.png,materials/imgs/D20.png,materials/imgs/D96.png,random
7,27,58,ot2odwhhnq,materials/imgs/D106.png,materials/imgs/D37.png,materials/imgs/D9.png,random
51,34,35,ot2odwhhnq,materials/imgs/D80.png,materials/imgs/D52.png,materials/imgs/D53.png,random
14,7,31,ot2odwhhnq,materials/imgs/D19.png,materials/imgs/D48.png,materials/imgs/D106.png,random
39,8,21,ot2odwhhnq,materials/imgs/D6.png,materials/imgs/D11.png,materials/imgs/D29.png,random
47,11,31,ot2odwhhnq,materials/imgs/D77.png,materials/imgs/D48.png,materials/imgs/D16.png,random
9,41,22,ot2odwhhnq,materials/imgs/D111.png,materials/imgs/D3.png,materials/imgs/D65.png,random
46,46,48,ot2odwhhnq,materials/imgs/D76.png,materials/imgs/D76.png,materials/imgs/D78.png,check
25,54,18,ot2odwhhnq,materials/imgs/D35.png,materials/imgs/D83.png,materials/imgs/D24.png,validation
61,26,28,ot2odwhhnq,materials/imgs/D95.png,materials/imgs/D36.png,materials/imgs/D4.png,validation
45,40,16,ot2odwhhnq,materials/imgs/D75.png,materials/imgs/D21.png,materials/imgs/D64.png,random
36,49,54,ot2odwhhnq,materials/imgs/D55.png,materials/imgs/D79.png,materials/imgs/D83.png,random
4,43,49,ot2odwhhnq,materials/imgs/D103.png,materials/imgs/D79.png,materials/imgs/D68.png,random
35,56,42,ot2odwhhnq,materials/imgs/D53.png,materials/imgs/D66.png,materials/imgs/D85.png,random
60,36,23,ot2odwhhnq,materials/imgs/D94.png,materials/imgs/D55.png,materials/imgs/D32.png,random
37,44,58,ot2odwhhnq,materials/imgs/D56.png,materials/imgs/D9.png,materials/imgs/D74.png,random
35,38,14,ot2odwhhnq,materials/imgs/D53.png,materials/imgs/D57.png,materials/imgs/D19.png,random
2,2,7,ot2odwhhnq,materials/imgs/D101.png,materials/imgs/D106.png,materials/imgs/D101.png,check
19,40,4,ot2odwhhnq,materials/imgs/D25.png,materials/imgs/D103.png,materials/imgs/D64.png,validation
54,18,50,ot2odwhhnq,materials/imgs/D83.png,materials/imgs/D24.png,materials/imgs/D8.png,validation
49,39,23,ot2odwhhnq,materials/imgs/D79.png,materials/imgs/D32.png,materials/imgs/D6.png,random
38,5,40,ot2odwhhnq,materials/imgs/D57.png,materials/imgs/D104.png,materials/imgs/D64.png,random
17,25,12,ot2odwhhnq,materials/imgs/D22.png,materials/imgs/D35.png,materials/imgs/D17.png,random
27,56,51,ot2odwhhnq,materials/imgs/D37.png,materials/imgs/D80.png,materials/imgs/D85.png,random
8,5,11,ot2odwhhnq,materials/imgs/D11.png,materials/imgs/D104.png,materials/imgs/D16.png,random
18,24,25,ot2odwhhnq,materials/imgs/D24.png,materials/imgs/D34.png,materials/imgs/D35.png,random
57,23,2,ot2odwhhnq,materials/imgs/D87.png,materials/imgs/D101.png,materials/imgs/D32.png,random
29,29,20,ot2odwhhnq,materials/imgs/D46.png,materials/imgs/D46.png,materials/imgs/D26.png,check
61,28,26,ot2odwhhnq,materials/imgs/D95.png,materials/imgs/D36.png,materials/imgs/D4.png,validation
1,46,38,ot2odwhhnq,materials/imgs/D1.png,materials/imgs/D57.png,materials/imgs/D76.png,validation
15,37,43,ot2odwhhnq,materials/imgs/D20.png,materials/imgs/D56.png,materials/imgs/D68.png,random
43,51,36,ot2odwhhnq,materials/imgs/D68.png,materials/imgs/D80.png,materials/imgs/D55.png,random
3,4,14,ot2odwhhnq,materials/imgs/D102.png,materials/imgs/D19.png,materials/imgs/D103.png,random
40,12,26,ot2odwhhnq,materials/imgs/D64.png,materials/imgs/D17.png,materials/imgs/D36.png,random
44,13,24,ot2odwhhnq,materials/imgs/D74.png,materials/imgs/D34.png,materials/imgs/D18.png,random
5,25,26,ot2odwhhnq,materials/imgs/D104.png,materials/imgs/D35.png,materials/imgs/D36.png,random
8,57,5,ot2odwhhnq,materials/imgs/D11.png,materials/imgs/D87.png,materials/imgs/D104.png,random
29,29,20,ot2odwhhnq,materials/imgs/D46.png,materials/imgs/D46.png,materials/imgs/D26.png,check
33,15,59,ot2odwhhnq,materials/imgs/D51.png,materials/imgs/D92.png,materials/imgs/D20.png,validation
55,7,27,ot2odwhhnq,materials/imgs/D84.png,materials/imgs/D106.png,materials/imgs/D37.png,validation
11,8,9,ot2odwhhnq,materials/imgs/D16.png,materials/imgs/D111.png,materials/imgs/D11.png,random
60,3,22,ot2odwhhnq,materials/imgs/D94.png,materials/imgs/D102.png,materials/imgs/D3.png,random
58,36,30,ot2odwhhnq,materials/imgs/D9.png,materials/imgs/D47.png,materials/imgs/D55.png,random
16,15,30,ot2odwhhnq,materials/imgs/D21.png,materials/imgs/D20.png,materials/imgs/D47.png,random
34,24,28,ot2odwhhnq,materials/imgs/D52.png,materials/imgs/D4.png,materials/imgs/D34.png,random
21,39,12,ot2odwhhnq,materials/imgs/D29.png,materials/imgs/D6.png,materials/imgs/D17.png,random
44,58,6,ot2odwhhnq,materials/imgs/D74.png,materials/imgs/D105.png,materials/imgs/D9.png,random
13,13,50,ot2odwhhnq,materials/imgs/D18.png,materials/imgs/D8.png,materials/imgs/D18.png,check
46,54,39,ot2odwhhnq,materials/imgs/D76.png,materials/imgs/D83.png,materials/imgs/D6.png,validation
34,58,14,ot2odwhhnq,materials/imgs/D52.png,materials/imgs/D9.png,materials/imgs/D19.png,validation
40,1,49,ot2odwhhnq,materials/imgs/D64.png,materials/imgs/D1.png,materials/imgs/D79.png,random
44,15,18,ot2odwhhnq,materials/imgs/D74.png,materials/imgs/D24.png,materials/imgs/D20.png,random
20,25,35,ot2odwhhnq,materials/imgs/D26.png,materials/imgs/D35.png,materials/imgs/D53.png,random
15,13,50,ot2odwhhnq,materials/imgs/D20.png,materials/imgs/D8.png,materials/imgs/D18.png,random
57,28,1,ot2odwhhnq,materials/imgs/D87.png,materials/imgs/D1.png,materials/imgs/D4.png,random
32,10,48,ot2odwhhnq,materials/imgs/D49.png,materials/imgs/D14.png,materials/imgs/D78.png,random
12,9,29,ot2odwhhnq,materials/imgs/D17.png,materials/imgs/D111.png,materials/imgs/D46.png,random
29,29,20,ot2odwhhnq,materials/imgs/D46.png,materials/imgs/D46.png,materials/imgs/D26.png,check
31,27,28,ot2odwhhnq,materials/imgs/D48.png,materials/imgs/D4.png,materials/imgs/D37.png,validation
43,31,62,ot2odwhhnq,materials/imgs/D68.png,materials/imgs/D96.png,materials/imgs/D48.png,validation
19,34,54,ot2odwhhnq,materials/imgs/D25.png,materials/imgs/D52.png,materials/imgs/D83.png,random
37,13,43,ot2odwhhnq,materials/imgs/D56.png,materials/imgs/D18.png,materials/imgs/D68.png,random
36,54,59,ot2odwhhnq,materials/imgs/D55.png,materials/imgs/D83.png,materials/imgs/D92.png,random
17,8,1,ot2odwhhnq,materials/imgs/D22.png,materials/imgs/D11.png,materials/imgs/D1.png,random
5,49,36,ot2odwhhnq,materials/imgs/D104.png,materials/imgs/D79.png,materials/imgs/D55.png,random
59,50,1,ot2odwhhnq,materials/imgs/D92.png,materials/imgs/D8.png,materials/imgs/D1.png,random
38,11,31,ot2odwhhnq,materials/imgs/D57.png,materials/imgs/D48.png,materials/imgs/D16.png,random
29,29,20,ot2odwhhnq,materials/imgs/D46.png,materials/imgs/D46.png,materials/imgs/D26.png,check
46,54,39,ot2odwhhnq,materials/imgs/D76.png,materials/imgs/D83.png,materials/imgs/D6.png,validation
45,62,28,ot2odwhhnq,materials/imgs/D75.png,materials/imgs/D96.png,materials/imgs/D4.png,validation
16,45,62,ot2odwhhnq,materials/imgs/D21.png,materials/imgs/D96.png,materials/imgs/D75.png,random
42,41,12,ot2odwhhnq,materials/imgs/D66.png,materials/imgs/D65.png,materials/imgs/D17.png,random
13,1,3,ot2odwhhnq,materials/imgs/D18.png,materials/imgs/D102.png,materials/imgs/D1.png,random
28,11,12,ot2odwhhnq,materials/imgs/D4.png,materials/imgs/D16.png,materials/imgs/D17.png,random
41,50,48,ot2odwhhnq,materials/imgs/D65.png,materials/imgs/D8.png,materials/imgs/D78.png,random
59,25,22,ot2odwhhnq,materials/imgs/D92.png,materials/imgs/D35.png,materials/imgs/D3.png,random
33,34,35,ot2odwhhnq,materials/imgs/D51.png,materials/imgs/D52.png,materials/imgs/D53.png,random
48,48,46,ot2odwhhnq,materials/imgs/D78.png,materials/imgs/D76.png,materials/imgs/D78.png,check
40,52,39,ot2odwhhnq,materials/imgs/D64.png,materials/imgs/D6.png,materials/imgs/D81.png,validation
59,47,37,ot2odwhhnq,materials/imgs/D92.png,materials/imgs/D56.png,materials/imgs/D77.png,validation
6,52,50,ot2odwhhnq,materials/imgs/D105.png,materials/imgs/D81.png,materials/imgs/D8.png,random
25,13,15,ot2odwhhnq,materials/imgs/D35.png,materials/imgs/D20.png,materials/imgs/D18.png,random
33,6,40,ot2odwhhnq,materials/imgs/D51.png,materials/imgs/D64.png,materials/imgs/D105.png,random
3,32,48,ot2odwhhnq,materials/imgs/D102.png,materials/imgs/D49.png,materials/imgs/D78.png,random
31,2,60,ot2odwhhnq,materials/imgs/D48.png,materials/imgs/D94.png,materials/imgs/D101.png,random
19,27,36,ot2odwhhnq,materials/imgs/D25.png,materials/imgs/D37.png,materials/imgs/D55.png,random
42,28,6,ot2odwhhnq,materials/imgs/D66.png,materials/imgs/D105.png,materials/imgs/D4.png,random
50,50,13,ot2odwhhnq,materials/imgs/D8.png,materials/imgs/D18.png,materials/imgs/D8.png,check
38,28,9,ot2odwhhnq,materials/imgs/D57.png,materials/imgs/D111.png,materials/imgs/D4.png,validation
6,7,34,ot2odwhhnq,materials/imgs/D105.png,materials/imgs/D106.png,materials/imgs/D52.png,validation
34,26,59,ot2odwhhnq,materials/imgs/D52.png,materials/imgs/D36.png,materials/imgs/D92.png,random
35,15,57,ot2odwhhnq,materials/imgs/D53.png,materials/imgs/D87.png,materials/imgs/D20.png,random
54,56,39,ot2odwhhnq,materials/imgs/D83.png,materials/imgs/D85.png,materials/imgs/D6.png,random
5,33,59,ot2odwhhnq,materials/imgs/D104.png,materials/imgs/D51.png,materials/imgs/D92.png,random
